Source_Article_ID,Target_Article_ID,Relationship_Type,Strength,Method,Reason,People_Connection,Org_Connection
ART-0203,ART-0227,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0228,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0229,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0230,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0231,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0232,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0236,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0237,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0238,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0239,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0243,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0244,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0245,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0246,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0247,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0248,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0249,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0203,ART-0250,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0251,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0252,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0253,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0255,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0256,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0203,ART-0257,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0258,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0259,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0260,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0264,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0265,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0266,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0268,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0271,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0273,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0274,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0275,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0276,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0277,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0280,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0282,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0284,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0285,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0286,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0287,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0203,ART-0290,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0291,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0294,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0295,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0296,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0297,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0298,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0300,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0301,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0302,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0203,ART-0303,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0304,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0203,ART-0305,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0307,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0308,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0309,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0310,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0311,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0312,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0314,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0316,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0317,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0319,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0203,ART-0320,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0324,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0327,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0328,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0329,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0330,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0332,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0333,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0334,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0203,ART-0335,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0203,ART-0336,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0337,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0338,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0342,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0203,ART-0343,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0344,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0203,ART-0345,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0203,ART-0347,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0348,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0203,ART-0350,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0352,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0353,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0354,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0355,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0357,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0359,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0360,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0203,ART-0361,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0362,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0363,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0364,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0365,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0366,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0367,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0370,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0371,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0373,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0375,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0203,ART-0376,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0378,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0379,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0380,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0381,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0382,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0383,"shared_person, tag_overlap",0.400,deterministic,"Deterministic match: shared_person, tag_overlap",donald trump,
ART-0203,ART-0384,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0385,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0386,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0387,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0388,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0389,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0390,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
ART-0203,ART-0391,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0392,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0203,ART-0393,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0394,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0395,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0398,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0203,ART-0399,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0400,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0401,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0402,same_category,0.200,deterministic,Deterministic match: same_category,,
ART-0203,ART-0403,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0404,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0407,shared_person,0.300,deterministic,Deterministic match: shared_person,donald trump,
ART-0203,ART-0408,"shared_person, same_category",0.500,deterministic,"Deterministic match: shared_person, same_category",donald trump,
